,you_you,you_the,you_it,you_that,you_a,you_what,you_do,you_to,you_this,you_go,you_your,you_put,you_get,you_have,you_with,you_me,you_some,you_play,you_.,the_is,the_and,the_in,the_on,the_of,the_one,the_.,it_you,it_the,it_a,it_.,that_you,that_a,that_.,a_of,a_.,what_you,what_the,what_it,what_that,what_is,what_do,what_this,what_we,what_.,i_you,i_the,i_it,i_that,i_a,i_gonna,i_think,i_know,i_.,is_a,is_.,do_see,do_wanna,do_think,do_want,do_know,do_.,and_.,to_the,to_it,to_.,in_.,there_go,there_.,this_.,we_.,on_.,go_the,go_.,here_go,here_.,your_.,can_it,can_.,he_a,he_.,are_do,are_gonna,are_.,no_.,see_.,don't_it,don't_.,look_the,look_.,put_in,put_on,like_.,gonna_it,gonna_.,of_.,did_.,where_you,where_go,get_.,have_.,wanna_it,up_.,with_.,for_.,they_.,me_.,mommy_.,good_.,at_.,say_.,she_.,little_.,not_.,all_.,some_.,how_you,was_.,who_.,be_.,so_.,baby_.,my_.,back_.,eat_.,his_.,over_.,too_.,her_.,about_.,big_.,more_.,would_like,why_you,an_.,other_.,another_.,infname_.,oh_.,one_.,right_.,let_.,come_.,want_to,want_.,got_.,very_.,._you,._the,._it,._that,._a,._what,._i,._is,._do,._and,._in,._there,._this,._we,._on,._go,._here,._your,._can,._he,._are,._no,._see,._don't,._look,._put,._like,._gonna,._did,._where,._get,._have,._wanna,._up,._they,._me,._mommy,._good,._think,._at,._say,._she,._little,._not,._now,._all,._some,._does,._was,._who,._am,._my,._about,._would,._then,._have_to,._infname,._okay,._yeah,._one,._right,._let,._come,._want,._know,._just,._got,._else,._.,OTHER,word
0,42,0,0,0,7,1,17,1,0,4,0,7,8,9,0,0,0,2,30,0,1,0,0,0,0,15,0,1,3,25,12,5,84,0,24,4,0,0,0,0,1241,0,0,26,0,0,0,0,1,0,0,9,2,0,10,1917,4800,3566,3882,2578,516,35,2,3,1062,15,3127,15,5,1,315,0,0,998,21,0,0,213,0,0,2106,3458,1148,8,503,1,848,0,3,94,19,128,0,0,239,553,0,949,526,72,0,2,656,2028,0,2,0,0,266,3,0,2,22,1,0,1,15,7,2,12,1,0,0,25,0,40,0,0,68,1,0,3457,2,3,0,1,8,40,2,1,9,1,723,14,357,0,178,105,16,33,713,156,26,5,1281,120,65,8,4,9,33,452,2,10,4421,12,918,9,919,3163,380,813,1937,3536,1509,6,664,1579,6947,21,9,3,17,43,892,7,285,3,56,797,5,231,1,1,25,2,1,78,17,148,1,1358,43,318,3,12,503,35,129,4949,3378,859,1814,0,520,142252,you
1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,12,0,1,3,8,2,2,61,0,9,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,10,32,5,0,55,156,0,9,2,0,110,1,0,0,17,0,0,0,0,1,0,0,10,1,18,0,1,0,0,1,3,7,0,4,38,2,3,1,10,13,0,9,39,24,0,4,1,0,86,6,0,0,4,20,0,0,4,2,4,4,0,0,0,4,0,7,0,0,14,0,0,0,0,0,0,1,3,6,2,1,1,0,0,6,5,0,4,30,1,2,2,72,4,0,0,1,0,0,1,0,0,1,0,0,2,1,0,1,1,0,3,1,1,0,1,2,0,0,0,0,2,0,78,13,1,0,0,0,301,3,0,2,0,0,0,0,0,0,0,0,1,0,29,1,2,147,7,1,2,1,0,0,0,0,244,154244,the
2,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,24,12,6,16,579,0,1,0,0,3,5,357,54,0,0,24,0,0,0,0,1,1,0,0,5,415,4194,3,1,0,0,0,2210,6,0,1,234,943,232,2,19,0,1199,0,3,69,2,0,0,10,0,0,0,0,0,5,770,0,18,42,566,1761,1425,712,0,0,445,683,0,431,1340,385,0,1,891,246,0,2,0,0,259,194,0,0,17,1,0,0,356,3,12,3,1,0,0,651,0,66,1,0,351,0,0,1,0,1,0,0,20,2,0,0,5,0,171,381,789,0,17,352,58,17,3185,72,7,858,11,1,183,14,20,0,171,392,12,165,82,1,1,24,2,28,550,6,226,270,139,7,124,4,0,27,2,16,26,179,0,19,307,2,13,1180,4,205,5,647,850,0,0,31,54,71,0,1,104,492,3,22,203,1,97,2,0,419,148,0,77,80612,it
3,7,5,4,1,13,10,1,1,0,0,2,0,0,0,0,0,0,0,73,0,0,0,1,0,0,1,16,8,10,69,20,39,22,0,5,19,5,3,15,729,24,1,0,5650,0,1,0,0,4,0,0,0,1,1795,4106,0,0,0,0,0,1875,39,1,0,58,71,7,6,1,0,229,2,1,2,3,0,0,0,0,0,0,0,1,15,320,0,2,2,3,317,200,2359,0,1,270,130,0,66,136,196,0,1,597,129,0,39,3,1,891,293,0,0,23,67,0,0,248,1759,3,6,1,0,0,140,0,6,0,15,503,0,0,0,0,1,0,0,5,19,11,1,0,1,22,151,15,0,139,2280,473,134,6603,961,31,839,8,3,26,9,18,29,19,194,1,665,37,15,10,37,2,15,438,0,104,77,26,286,9,0,1,8,13,20,210,641,0,8,89,11,82,1328,3,310,25,196,1191,22,0,203,23,241,0,0,451,313,5,788,4069,2,13,1,0,181,14,1,331,67806,that
4,3,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,2,23,2,5,0,1,0,0,37,0,1,6,75,13,15,113,0,23,26,2,0,1,0,0,2,1,9,0,0,0,0,0,0,0,0,2,4,81,0,0,0,0,0,6,59,1,0,10,31,0,33,5,0,25,0,3,0,26,0,0,0,2,9,0,0,0,2,19,0,0,1,1,0,0,39,0,1,14,2,0,1,23,39,0,2,53,8,0,12,1,0,2,6,2,8,9,3,0,1,27,0,23,1,0,1,0,2,0,0,0,1,13,2,0,0,0,58,0,4,8,0,4,2,0,1,0,7,13,0,15,2,1,2,27,249,1,19,2,5,0,2,1,1,0,1,0,0,5,0,0,11,0,0,4,0,1,0,0,0,1,1,0,0,0,0,16,33,1,0,0,0,534,0,0,1,0,0,0,4,0,1,0,0,0,0,24,0,2,25,2,1,0,0,1,1,0,0,222,102299,a
5,32,9,16,5,8,3,17,11,9,0,2,0,0,0,0,3,1,0,237,2,0,3,1,0,0,161,8,6,1,64,659,53,63,1,386,14,27,3,22,46,40,24,1,107,1,0,1,0,0,0,0,0,9,4,57,0,0,0,0,0,200,72,2,1,33,43,1,12,1,3,49,2,9,2,10,66,0,17,0,55,1,0,22,81,51,0,26,15,3,10,8,62,1,36,94,60,0,2,31,31,1,3,67,88,16,22,23,0,29,33,14,19,9,4,41,1,10,11,21,16,30,9,2,29,13,1,7,8,27,21,85,0,0,0,7,13,60,27,33,1,1,2,0,72,17,2,2123,1774,248,5866,1168,420,77,6730,5977,0,989,35,4072,98,303,200,25,417,194,895,5828,3,1,16,7,2,2,59,2686,10,4,104,3,92,50,1,93,16,1,52,19,280,12,13,7,62,1,2405,703,18,161,42,1012,510,4,0,276,4,3,26,8,1,146,1,0,5,7,1958,6558,40984,what
6,1,0,0,0,0,0,2,0,0,1,0,2,3,3,0,0,0,0,0,2,2,0,0,0,0,10,0,1,0,5,1,0,12,0,2,0,0,0,2,0,38,0,0,11,2,0,0,0,0,0,16,5,12,0,3,23,22,15,23,15,40,39,0,0,1,0,5,1,0,0,2,0,1,18,4,0,0,24,0,0,0,0,5,6,3,0,11,0,1,0,0,0,0,0,0,64,1,9,0,6,1,0,2,0,0,0,0,1,0,5,2,4,5,1,0,0,22,1,0,4,0,2,0,0,0,0,0,0,0,6,0,10,1,29,0,1,3,10,0,0,0,0,0,2,0,0,8,2,14,34,4,6,120,14,360,2,2,2,2,5,1,149,0,1,1442,2,0,2,2096,6802,60,424,674,156,858,0,590,712,547,0,0,0,0,1,5310,0,44,2,0,5,2,1,1,0,540,0,6919,0,1,208,0,391,27,1,3,1,1,58,29,499,2413,479,911,0,172,52235,i
7,0,2,13,7,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,31,196,2655,7,376,1013,0,2,4,302,1786,3325,4,0,1312,0,66,0,0,0,0,0,0,0,0,2,3,9,2,0,0,0,0,7,1,0,1,0,0,3,89,629,0,1,0,1,0,7,0,1,0,49,791,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,1,0,0,1,20,0,0,3,391,0,0,0,0,0,0,28,0,1,5,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,38,0,144,0,0,0,1,0,0,0,14,399,2528,6290,46,16,2,20,1,0,10,710,832,2,3,2,3,215,0,1049,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,47,0,0,61,1,485,2,7,0,6,1,0,0,1,1,25,1,0,0,0,180,0,1,7,2,1,0,0,0,1,0,0,22,35708,is
8,83,123,980,676,162,58,6,172,116,4,32,4,1,48,734,23,26,1,3557,0,0,0,0,0,0,1,39,3,3,88,51,0,50,0,2,6155,133,2,1,0,4,1,481,8,5,24,148,53,13,0,4,8,355,5,26,0,0,0,0,0,50,1,82,475,744,0,0,3,17,325,3,7,5,0,1,6,611,173,9,878,0,0,20,0,0,94,5,0,0,0,0,1,148,722,2,2,673,0,0,0,297,0,0,2,555,10,118,0,0,3,349,0,0,6,1,676,23,2,9,0,67,1,0,0,0,0,0,4,2,0,0,1,403,0,0,0,149,0,29,0,6,0,0,5,0,0,13428,99,255,46,26,83,223,1,56,0,0,1,36,296,0,1,0,21,1,2,0,0,1,1,0,1,8,0,0,0,1,2,2,0,345,4,3,4,2,0,0,0,1,69,0,6,18,0,0,0,0,3,0,1,0,0,4,0,1,9,0,0,0,6,3,2,0,0,60,24081,do
9,38,7,4,12,3,1,2,0,5,0,24,3,1,1,0,43,3,3,5,0,1,1,0,0,0,0,66,14,3,4,10,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,4,1,0,1,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,4,0,0,0,0,0,0,0,1,0,0,13,0,6,3,0,4,0,0,0,0,1197,1346,385,753,1035,2688,1048,41,142,36,59,688,694,715,88,59,445,182,23,665,18,19,62,30,240,133,10,2,101,283,59,27,2,16,430,3,137,1,2,7,20,363,18,18,248,73,136,29,20,623,0,33,3,18,1888,1,359,2,4,141,23,104,9,5,2,13,2,0,406,42397,and
10,4,59,3,1,5,0,93,1,1,45,3,43,73,30,0,0,0,91,26,0,0,0,0,0,0,2,384,146,5,27,52,2,4,0,1,3,4,0,0,0,108,0,0,2,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,2,0,1,1,2,2,2,0,10,1176,82,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,60,0,0,0,0,0,10,6,2,0,12,0,0,0,51,11,0,0,1,0,0,13,0,0,0,5,0,1,0,2,0,8,0,0,4,0,7,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,64,0,0,8,141,0,1,13,11,0,1,17,0,1,0,0,0,0,33,1,4,1,0,0,0,34,0,3,27,0,0,0,9,42,11,0,0,0,10,8,0,3,0,6,0,0,2,0,6,0,0,0,8,0,7,1,0,0,0,10,1,0,3,0,3,2,0,0,0,0,0,17,51490,to
11,1,235,7,12,74,1,0,1,2,0,65,0,0,0,1,0,0,0,29,0,0,1,0,0,0,0,6,1109,159,547,2,29,52,0,0,1,323,42,88,0,0,163,0,8,0,3,0,0,0,0,0,0,0,17,14,0,0,0,0,0,2,5,6,0,0,5,0,1,36,7,25,1003,183,0,0,0,0,0,34,16,0,0,5,0,0,0,0,275,15,1,7,0,0,0,0,0,0,0,84,1,1,7,0,0,5,17,2,0,0,2,5,2,3,25,8,0,6,2,6,0,10,0,315,1,0,0,0,15,0,0,11,0,0,0,0,0,4,0,124,21,0,151,0,2,4,1,5,1218,8,74,246,45,1,0,0,24,14,79,64,2,1,1,71,171,0,3,0,4,0,0,1,0,0,0,0,37,0,0,0,1,0,4,4,0,0,0,0,1,4,0,0,4,2,0,0,4,0,37,8,0,0,0,15,0,0,6,0,0,0,0,0,18,0,0,53,42093,in
12,4,1,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,52,1,0,0,0,0,0,2,17,2,14,211,3,9,77,0,31,0,2,0,0,6,0,0,0,39,0,1,0,0,1,0,0,0,2,365,203,0,0,0,0,0,176,28,0,0,12,4740,0,16,3,4,685,4,344,0,3,1,0,0,0,9,1,0,194,8,60,0,0,8,14,0,0,5,0,0,196,2,0,0,67,63,0,892,6,2,9,9,9,3,9,9,13,2,80,12,11,0,89,109,95,5,15,0,205,14,0,1454,0,6,13,0,7,0,0,0,0,0,24,36,66,1982,0,1,0,1,104,0,3016,1117,1074,138,1780,29,48,352,4,8,7,58,15,972,7,162,5,400,6,567,352,274,30,3,23,6,14,7,1,6,1,2,0,1,188,0,55,7,0,3,0,239,13,67,68,40,217,5,238,4,0,31,3,3,0,1,163,32,4,245,6,13,7,0,0,33,0,0,2334,18633,there
13,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,31,6,0,1,0,0,1,2,0,0,1,33,0,0,2,0,5,5,2,2,5,570,18,4,0,3597,0,0,0,0,0,0,0,0,1,274,1398,0,0,0,0,0,315,90,0,0,44,69,0,3,2,1,114,0,3,4,7,0,0,0,0,0,0,0,0,14,116,0,2,0,1,174,219,1254,0,0,147,6,0,30,40,55,0,6,322,47,0,13,0,0,721,8,0,0,7,38,0,0,14,660,2,0,0,0,0,42,0,5,0,2,271,0,0,0,0,0,0,0,0,6,7,0,0,2,7,157,9,0,5,34,1,2,55,9,11,3495,2,2,4,1,19,2,4,87,7,26,14,0,1,3,2,3,77,1,0,4,0,1,1,2,0,1,0,0,5,3,0,0,41,0,262,0,0,4,0,16,45,0,0,5,1,16,0,0,5,0,1,1167,5,0,8,0,0,7,5,0,240,28254,this
14,1,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,119,0,3,3,0,0,0,0,1,0,0,0,0,0,1,59,20,4,9,25,83,14,0,0,0,0,1073,3,1,5,0,0,0,825,3,0,0,30,0,0,43,628,94,2,2,0,200,0,0,0,0,1,0,0,0,182,0,50,0,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,9,4,0,0,12,4,6,0,170,0,29,0,0,38,17,327,8,3,826,0,119,1,185,687,59,374,73,1119,209,0,196,648,28,3,2,0,0,0,11,7,20,0,1,237,1,122,0,0,1,1,0,0,3,32,3,797,2,1,1,0,1,26,31,24,43,312,297,0,31,33931,we
15,0,118,2,5,22,1,2,0,3,0,24,0,0,0,0,1,1,0,8,1,0,0,0,0,0,0,43,802,38,666,11,4,105,0,0,1,169,23,20,0,0,50,0,17,0,3,0,1,0,0,0,0,1,13,52,0,0,0,0,0,0,29,15,0,0,1,0,0,96,6,5,492,260,0,0,0,0,1,17,13,0,0,17,3,0,0,0,48,1,1,1,1,0,0,0,0,0,0,22,34,0,8,0,1,9,11,0,0,0,0,7,1,18,10,12,0,22,1,9,1,0,0,355,0,0,1,0,7,0,0,5,0,0,1,1,0,7,0,195,10,1,3333,0,2,17,0,7,692,5,27,75,33,0,1,0,3,1,10,47,0,11,3,4,225,0,1,0,2,0,0,0,0,1,0,0,12,0,0,0,0,1,7,13,0,0,0,0,0,0,0,0,3,4,0,0,8,0,35,0,0,1,0,16,3,0,2,2,0,0,0,0,0,0,0,98,34702,on
16,57,24,6,20,11,6,7,368,10,7,2,18,138,4,88,0,3,19,5104,0,0,0,1,0,0,12,4,12,12,1279,1,0,226,0,5,1,0,0,0,0,0,0,0,20,1,0,0,3,0,0,0,0,45,1,21,0,0,0,0,0,0,35,7,3,328,0,0,6,109,1940,3,1,29,1,30,1,1,86,2,487,0,0,9,3,1,0,9,0,0,0,0,1,0,222,0,5,0,0,10,0,0,0,0,1,385,7,31,2,0,23,190,0,31,22,0,0,10,6,3,1,34,0,0,0,0,0,0,14,0,0,0,0,0,2,0,1,100,1,199,0,476,0,0,1,1,0,0,14,1,10,4,0,2,0,2,23,93,8,19,0,133,34,5,0,0,0,0,1,31,0,19,44,65,0,0,16,512,0,0,41,0,0,0,0,0,1,2,0,1,0,2,6,1,0,0,0,0,0,0,0,0,0,35,2,4,1,26,1,0,0,0,0,0,0,234,28911,go
17,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,0,1,0,0,4,1,7,5,265,1,1,21,0,9,1,0,1,0,0,1,0,0,41,0,0,0,0,1,0,0,0,2,0,95,1,0,0,0,0,200,25,0,0,26,2446,0,7,167,11,362,4,159,3,53,1,0,2,0,13,0,0,39,16,123,0,0,15,163,0,0,4,0,0,112,1,0,0,24,148,0,762,9,2,11,19,21,2,20,9,5,1,61,15,4,0,49,23,37,1,16,0,259,7,0,2380,3,10,22,1,11,0,0,3,1,0,48,41,128,1914,0,2686,0,1,75,0,1449,912,662,30,1054,62,535,234,67,3,7,24,59,861,7,92,122,540,58,184,136,7,16,9,121,168,13,3,2,20,17,39,16,0,106,2,81,0,0,2,6,60,3,1,23,14,395,0,2,4,0,44,0,19,1,0,258,17,2,182,15,465,372,19,0,6,0,0,3600,15113,here
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,1,3,0,0,4,23,0,4,1,1,23,0,1,0,7,0,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,4,0,0,8,0,1,0,23,3,0,2,9,6,0,0,0,0,4,0,1,0,0,2,0,0,2,0,0,0,0,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,1,5,1,0,5,40,1,0,0,1,0,0,1,0,1,0,0,5,1,0,0,1,1,0,1,1,2,15,0,0,1,0,0,0,0,0,51,0,0,0,0,0,36,10,0,1,0,0,0,1,0,0,0,0,0,0,10,0,1,0,8,0,1,0,0,1,0,0,17,40926,your
19,93,1,6,2,0,7,828,1,2,436,2,683,548,1172,0,0,0,376,546,1,0,2,1,6,0,20,23,0,0,13,17,0,0,14,5,90,12,1,0,0,0,3,84,1,6,0,1,0,2,0,16,0,163,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,98,0,0,0,0,0,5,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,20,0,1,0,0,0,29,0,0,0,0,89,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,31,0,0,0,3,0,2,0,0,0,0,0,0,0,10044,49,20,11,6,6,1704,0,24,1,1,0,6,396,0,22,0,5,24,99,0,0,18,0,1,16,0,0,0,0,42,41,0,1,53,0,236,0,2,0,1,41,1,3,1,2,1,0,0,0,0,1,0,1,0,0,143,1,0,0,0,5,1,0,0,3,0,0,46,19329,can
20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,14,702,0,0,13,0,0,0,0,0,0,0,0,1,76,667,0,0,0,0,0,2,10,0,0,0,0,124,4,0,0,0,0,0,34,0,0,0,22,2,16,0,0,0,1,0,0,27,1,0,0,0,2,0,0,0,162,0,194,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,83,18,1,6,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,1,0,0,0,0,0,0,7,69,1,5,390,51,2,400,26,4,129,7,0,0,58,199,3,11,327,45,0,1,14,40,208,77,169,446,318,0,106,20,8,24,1,1,1,6,29,40,223,1,2,217,0,31,1,465,448,3,0,15,6,28,0,4,6,11,1,6,32,5,86,253,50,174,354,0,50,26673,he
21,51,26,0,2,90,2,26,4,0,18,0,3,14,9,1,0,0,3,866,0,0,0,0,0,0,0,17,0,0,0,15,1,1,0,0,4296,161,0,1,0,2,0,399,11,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,144,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,1,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,10,6,476,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,350,0,0,0,1,0,6,0,0,0,0,0,0,0,6514,66,0,1,5,3,2,3,0,0,1,190,0,353,2,2,0,62,0,0,10,0,0,0,0,0,0,6,0,1,0,0,0,0,853,0,2,1,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,2,18042,are
22,7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,1,2,0,0,16,0,0,6,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0,1,0,13,2,0,3,0,5,0,6,5,1,0,0,0,0,0,1,1401,1,0,3,0,1,0,0,5,0,0,2,1,0,0,0,1,0,4,2,0,0,5,4,3,0,57,0,0,5,0,1,0,1,0,0,1,2,1,1,3,0,0,1,4,0,1,2,0,0,0,0,0,70,891,5,1,0,1,0,0,0,0,1615,245,1002,1195,35,323,1225,16,26,6,21,128,225,541,18,21,25,24,16,343,3,1853,16,436,49,58,9,1,11,48,14,0,3,4,235,7,83,6,1,8,18,176,7,343,25,5,3,8,1,47,0,18,1,4,9,0,367,92,10,51,14,101,51,2,1,74,2,0,8792,9798,no
23,22,633,233,222,271,116,1,0,85,0,48,0,0,0,5,38,58,0,976,0,2,0,0,0,0,1,2,2,0,25,2,0,11,0,0,0,1,0,0,0,0,1,0,0,494,146,200,117,307,0,0,0,1184,0,2,0,0,0,0,0,3,145,109,34,90,2,0,36,20,194,5,73,74,0,44,0,166,164,7,25,0,0,2,5,3,122,10,9,45,0,0,1,1,23,0,11,0,0,0,0,58,4,2,2,10,587,29,2,0,0,10,0,5,0,0,0,1,0,0,0,4,0,1,1,0,2,5,5,0,2,1,0,0,2,2,0,15,14,11,0,2148,7,0,2,0,0,337,1059,260,299,37,253,82,2,0,24,3,121,209,34,10,1,52,26,4,105,2,1,11,1,112,7,22,1,0,25,0,0,0,2,67,4,40,2,0,2,1,26,2,0,34,86,9,2,0,8,0,22,2,0,11,0,67,2,3,5,20,8,0,1,0,6,1,0,1913,15960,see
24,31,0,0,1,0,12,34,2,0,19,1,65,84,248,0,0,0,42,267,0,0,0,0,0,0,0,18,0,0,3,60,0,0,0,0,15,0,0,0,0,0,0,1,1,4,0,2,1,0,0,2041,4319,136,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,2039,0,0,0,11,4,0,0,1,0,0,0,0,0,692,2,2,2,0,17,23,0,319,0,0,0,1,25,0,70,1,0,0,5,2,3,7,38,19,272,16,0,0,0,97,20,45,0,33,0,1,0,10,0,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,56,3,34,88,14,0,0,103,18139,don't
25,4,2,0,2,7,3,0,1,1,0,1,0,0,0,6,0,0,0,68,0,0,1,2,2,0,7,1,5,38,34,0,13,25,0,38,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,21,3,8,0,0,0,0,0,0,95,1,1,15,5,0,21,15,12,3,0,30,0,118,0,1,12,16,16,0,0,1,10,65,2,10,0,106,0,0,0,0,5,2,4,0,0,0,2,1,3,0,9,15,25,6,9,5,3,10,2,12,3,0,0,6,0,0,1,3,0,0,0,0,2,4,3,0,0,3,9,0,2,0,2,210,236,13,0,49,5,0,0,1,0,71,45,855,28,90,655,59,5,7,33,127,135,26,25,34,4,264,8,14,56,2,2,65,1,130,7,435,0,0,38,0,0,1,44,37,0,17,21,0,4375,3,19,1,0,5,7,3,6,0,87,0,5,1,0,0,0,300,2,1,6,28,18,3,1,0,7,0,0,2762,15661,look
26,9,879,897,283,86,6,2,1,163,0,325,4,0,0,0,9,64,0,22,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,45,198,398,50,46,0,0,0,11,1,0,0,0,0,0,0,0,2,235,277,7,0,0,0,0,21,0,14,2,0,1,0,229,9,12,2,0,0,0,0,0,170,3,1,0,0,0,0,356,10,0,0,0,0,0,0,369,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,29,1094,1446,300,76,28,2,0,1,0,23,0,224,0,71,0,1,501,2,0,0,2,0,0,0,10,0,0,0,1,0,0,0,8,0,9,13,0,0,0,0,0,1,0,0,59,83,0,0,0,0,9,0,0,0,0,14,1,0,36,1,0,0,0,0,1,0,0,15,18840,put
27,9,541,407,1018,333,11,9,2488,243,3,163,2,4,8,4,260,473,24,445,0,0,0,0,3,0,0,13,27,197,33,11,55,7,0,0,0,1,0,0,0,0,2,0,0,49,79,87,175,17,0,0,0,32,52,6,0,0,0,0,0,1,2,4,7,3,0,0,0,1,8,1,0,5,0,1,0,0,0,8,17,0,0,4,0,0,147,25,153,481,1,0,0,18,3,1,0,1,0,1,0,0,3,0,0,7,4,3,0,1,2,11,0,3,0,0,0,15,1,6,1,3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,58,80,15,398,158,47,31,0,2,0,17,1,346,22,9,0,4,34,0,12,1,2,1,1,3,0,4,0,0,2,0,0,0,2,5,4,21,0,0,12,1,9,3,0,3,6,5,0,0,5,0,5,0,0,0,0,26,0,1,3,6,0,0,0,0,1,0,0,17,18191,like
28,11,38,2,0,5,25,1005,12,1,400,3,905,473,236,0,0,1,179,60,0,0,0,0,0,0,0,1,9,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27,0,0,0,0,0,1,0,0,3,11,16,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,6,0,23,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,11,0,0,1,0,0,0,20,0,0,0,0,0,0,49,0,1,0,0,0,0,8,0,3,81,0,0,0,0,84,17,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,7,0,0,0,1,0,3,23819,gonna
